Round,Bidder,PEA,Category,BidType,Quantity,Price,Switch To Category,PrevProcessedDemand,CurrentProcessedDemand,PostedPrice,ClockPrice,ExcessDemand,FinalPrice,FinalClockPrice,FinalExcessDemand,Budget,TotalExposure
8,16,PEA018,C1-R,Simple,1,24159000,,0,0,24159000,24159000,0,24159000,26575000,18,136810609,102809000,37653252
8,16,PEA016,C1,Simple,1,26622000,,0,1,26622000,26622000,0,26622000,29285000,5,136810609,102809000,40069488
8,17,PEA016,C1,Simple,1,26622000,,0,1,26622000,26622000,0,26622000,29285000,5,171319708,130782000,41225359
8,17,PEA018,C1-R,Simple,1,24159000,,0,0,24159000,24159000,0,24159000,26575000,18,171319708,130782000,36895182
8,17,PEA019,C1-R,Simple,1,15127000,,0,1,15127000,15127000,0,15127000,16640000,6,171319708,130782000,24893591
8,17,PEA076,C1-R,Simple,1,1091000,,0,0,1091000,1091000,0,1091000,1201000,6,171319708,130782000,3086500
8,19,PEA018,C1-R,Simple,1,24159000,,0,0,24159000,24159000,0,24159000,26575000,18,95661887,27134000,36389609
8,19,PEA022,C1,Simple,1,14644000,,0,1,13312000,14644000,0,13312000,14644000,3,95661887,27134000,22818994
8,19,PEA026,C1,Simple,1,10890000,,0,1,9900000,10890000,0,9900000,10890000,2,95661887,27134000,18280745
8,19,PEA070,C1,Simple,1,909000,,0,1,826000,909000,0,826000,909000,2,95661887,27134000,2157863
8,19,PEA212,C1-R,Simple,1,479000,,0,1,435000,479000,0,435000,479000,1,95661887,27134000,1467851
8,21,PEA027,C1-R,Simple,1,10890000,,0,0,10890000,10890000,0,10890000,11980000,3,23071275,390000,19204203
8,24,PEA274,C1,Simple,1,28000,,0,1,25000,28000,0,25000,28000,4,25869719,2730000,528053
8,25,PEA019,C1-R,Simple,1,15127000,,0,1,15127000,15127000,0,15127000,16640000,6,82299798,16110000,24569908
8,25,PEA413,C1,Simple,1,152000,,0,1,152000,152000,0,152000,168000,4,82299798,16110000,2000830
8,25,PEA070,C1,Simple,1,909000,,0,1,826000,909000,0,826000,909000,2,82299798,16110000,2235095
8,26,PEA156,C1,Simple,1,934000,,0,1,849000,934000,0,849000,934000,2,81563531,2144000,2283270
9,0,PEA002,C1,Simple,2,161056000,,1,1,161056000,161056000,0,161056000,177162000,5,2062749717,365629000,405690783; 396692852
9,0,PEA004,C1,Simple,1,63225000,,1,1,57477000,63225000,0,57477000,63225000,3,2062749717,365629000,152577443
9,0,PEA018,C1,Simple,2,26575000,,0,0,26575000,26575000,0,26575000,29233000,13,2062749717,365629000,38064624; 36558172
9,0,PEA020,C1,Simple,1,15309000,,0,1,15309000,15309000,0,15309000,16840000,5,2062749717,365629000,24373493
9,0,PEA026,C1,Simple,1,10890000,,0,1,10890000,10890000,0,10890000,11980000,4,2062749717,365629000,18254401
9,0,PEA070,C1,Simple,1,909000,,1,1,826000,909000,0,826000,909000,1,2062749717,365629000,2155003
9,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,365629000,876798
9,0,PEA316,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,2062749717,365629000,373340
9,1,PEA002,C1,Simple,1,161056000,,1,0,161056000,161056000,0,161056000,177162000,5,1421943268,173129000,388030466
9,1,PEA016,C1-R,Simple,1,26622000,,0,0,26622000,26622000,0,26622000,29285000,7,1421943268,173129000,41623880
9,1,PEA018,C1,Simple,2,26575000,,1,1,26575000,26575000,0,26575000,29233000,13,1421943268,173129000,38541484; 37262653
9,1,PEA034,C1,Simple,1,5060000,,2,2,4600000,5060000,0,4600000,5060000,1,1421943268,173129000,10875919
9,1,PEA076,C1,Simple,1,1201000,,2,1,1201000,1201000,0,1201000,1322000,5,1421943268,173129000,3029871
9,1,PEA119,C1-R,Simple,1,468000,,0,1,425000,468000,0,425000,468000,2,1421943268,173129000,2098880
9,1,PEA156,C1,Simple,1,934000,,1,1,934000,934000,0,934000,1028000,3,1421943268,173129000,2341892
9,2,PEA002,C1,Simple,1,161056000,,0,1,161056000,161056000,0,161056000,177162000,5,800121079,445778000,409920523
9,2,PEA004,C1,Simple,2,63225000,,1,2,57477000,63225000,0,57477000,63225000,3,800121079,445778000,155008903; 148575460
9,2,PEA016,C1-R,Simple,1,26622000,,0,0,26622000,26622000,0,26622000,29285000,7,800121079,445778000,39668892
9,2,PEA018,C1,Simple,2,26575000,,1,0,26575000,26575000,0,26575000,29233000,13,800121079,445778000,39395842; 37642624
9,2,PEA022,C1,Simple,3,14644000,,0,3,14644000,14644000,0,14644000,16109000,5,800121079,445778000,23391101; 22047141; 21214791
9,2,PEA020,C1,Simple,1,15309000,,2,1,15309000,15309000,0,15309000,16840000,5,800121079,445778000,24023324
9,2,PEA019,C1,Simple,1,16640000,,1,1,15127000,16640000,0,15127000,16640000,1,800121079,445778000,24413080
9,2,PEA026,C1,Simple,1,10890000,,0,1,10890000,10890000,0,10890000,11980000,4,800121079,445778000,18277027
9,2,PEA027,C1,Simple,2,11980000,,1,2,10890000,11980000,0,10890000,11980000,3,800121079,445778000,19019505; 18677775
9,2,PEA042,C1,Simple,1,3662000,,2,2,3329000,3662000,0,3329000,3662000,3,800121079,445778000,10079716
9,2,PEA034,C1,Simple,1,5060000,,1,1,4600000,5060000,0,4600000,5060000,1,800121079,445778000,10695479
9,2,PEA076,C1,Simple,1,1201000,,1,1,1201000,1201000,0,1201000,1322000,5,800121079,445778000,3074463
9,2,PEA413,C1-R,Simple,1,152000,,1,0,152000,152000,0,152000,168000,5,800121079,445778000,2018037
9,2,PEA156,C1,Simple,1,934000,,1,1,934000,934000,0,934000,1028000,3,800121079,445778000,2400469
9,2,PEA212,C1-R,Simple,1,479000,,0,1,479000,479000,0,479000,527000,2,800121079,445778000,1524020
9,2,PEA274,C1,Simple,2,28000,,1,2,28000,28000,0,28000,31000,5,800121079,445778000,538217; 533599
9,2,PEA311,C1,Simple,1,127000,,1,1,115000,127000,0,115000,127000,0,800121079,445778000,279478
9,3,PEA016,C1-R,Simple,1,26622000,,0,0,26622000,26622000,0,26622000,29285000,7,413758664,108510000,38794504
9,3,PEA018,C1,Simple,1,26575000,,0,0,26575000,26575000,0,26575000,29233000,13,413758664,108510000,37986059
9,3,PEA020,C1,Simple,1,15309000,,1,1,15309000,15309000,0,15309000,16840000,5,413758664,108510000,25334481
9,3,PEA019,C1,Simple,1,16640000,,1,1,15127000,16640000,0,15127000,16640000,1,413758664,108510000,24850735
9,3,PEA413,C1-R,Simple,2,152000,,1,0,152000,152000,0,152000,168000,5,413758664,108510000,2044246; 2008629
9,3,PEA156,C1,Simple,1,934000,,0,1,934000,934000,0,934000,1028000,3,413758664,108510000,2294714
9,3,PEA190,C1,Simple,1,303000,,1,1,275000,303000,0,275000,303000,1,413758664,108510000,936944
9,3,PEA274,C1,Simple,1,28000,,1,1,28000,28000,0,28000,31000,5,413758664,108510000,527763
9,4,PEA002,C1,Simple,2,161056000,,0,1,161056000,161056000,0,161056000,177162000,5,1683492671,349344000,396945927; 394934738
9,4,PEA004,C1,Simple,1,63225000,,0,1,57477000,63225000,0,57477000,63225000,3,1683492671,349344000,147092386
9,4,PEA016,C1-R,Simple,1,26622000,,0,0,26622000,26622000,0,26622000,29285000,7,1683492671,349344000,38556223
9,4,PEA018,C1,Simple,2,26575000,,1,1,26575000,26575000,0,26575000,29233000,13,1683492671,349344000,37446652; 37284307
9,4,PEA026,C1,Simple,2,10890000,,1,2,10890000,10890000,0,10890000,11980000,4,1683492671,349344000,18481538; 18479929
9,4,PEA022,C1,Simple,1,14644000,,0,1,14644000,14644000,0,14644000,16109000,5,1683492671,349344000,21753919
9,4,PEA413,C1-R,Simple,1,152000,,0,0,152000,152000,0,152000,168000,5,1683492671,349344000,2032663
9,4,PEA070,C1,Simple,1,909000,,1,1,826000,909000,0,826000,909000,1,1683492671,349344000,2197624
9,4,PEA274,C1,Simple,1,28000,,2,1,28000,28000,0,28000,31000,5,1683492671,349344000,530319
9,5,PEA002,C1,Simple,1,161056000,,1,0,161056000,161056000,0,161056000,177162000,5,1025889072,192975000,395299204
9,5,PEA016,C1-R,Simple,1,26622000,,0,0,26622000,26622000,0,26622000,29285000,7,1025889072,192975000,39511953
9,5,PEA018,C1,Simple,3,26575000,,0,1,26575000,26575000,0,26575000,29233000,13,1025889072,192975000,39406866; 39223156; 38758632
9,5,PEA020,C1,Simple,1,15309000,,0,1,15309000,15309000,0,15309000,16840000,5,1025889072,192975000,26354233
9,5,PEA019,C1,Simple,2,16640000,,1,2,15127000,16640000,0,15127000,16640000,1,1025889072,192975000,25984223; 25528250
9,5,PEA026,C1,Simple,2,10890000,,1,2,10890000,10890000,0,10890000,11980000,4,1025889072,192975000,18869874; 18677114
9,5,PEA022,C1,Simple,1,14644000,,1,1,14644000,14644000,0,14644000,16109000,5,1025889072,192975000,22053785
9,5,PEA027,C1,Simple,1,11980000,,0,1,10890000,11980000,0,10890000,11980000,3,1025889072,192975000,18437496
9,5,PEA042,C1,Simple,1,3662000,,1,1,3329000,3662000,0,3329000,3662000,3,1025889072,192975000,9820972
9,5,PEA091,C1,Simple,1,2420000,,1,1,2200000,2420000,0,2200000,2420000,1,1025889072,192975000,3896376
9,5,PEA156,C1,Simple,1,934000,,1,1,934000,934000,0,934000,1028000,3,1025889072,192975000,2269003
9,5,PEA130,C1,Simple,1,849000,,1,1,771000,849000,0,771000,849000,0,1025889072,192975000,1866218
9,5,PEA190,C1,Simple,1,303000,,1,1,275000,303000,0,275000,303000,1,1025889072,192975000,992077
9,6,PEA018,C1,Simple,1,26575000,,0,0,26575000,26575000,0,26575000,29233000,13,209797595,153963000,39448620
9,6,PEA076,C1,Simple,1,1201000,,0,1,1201000,1201000,0,1201000,1322000,5,209797595,153963000,3114297
9,6,PEA156,C1,Simple,1,934000,,0,1,934000,934000,0,934000,1028000,3,209797595,153963000,2388412
9,7,PEA413,C1-R,Simple,1,152000,,0,1,152000,152000,0,152000,168000,5,104519669,69473000,2093728
9,7,PEA212,C1-R,Simple,1,479000,,0,1,479000,479000,0,479000,527000,2,104519669,69473000,1533025
9,7,PEA274,C1,Simple,1,28000,,0,1,28000,28000,0,28000,31000,5,104519669,69473000,533297
9,8,PEA020,C1,Simple,1,15309000,,0,1,15309000,15309000,0,15309000,16840000,5,27708131,24758000,24920165
9,8,PEA042,C1,Simple,1,3662000,,0,1,3329000,3662000,0,3329000,3662000,3,27708131,24758000,10040336
9,8,PEA413,C1-R,Simple,1,152000,,0,1,152000,152000,0,152000,168000,5,27708131,24758000,2122748
9,8,PEA076,C1,Simple,1,1201000,,0,1,1201000,1201000,0,1201000,1322000,5,27708131,24758000,3108049
9,8,PEA119,C1-R,Simple,1,468000,,0,1,425000,468000,0,425000,468000,2,27708131,24758000,2106864
9,8,PEA091,C1,Simple,1,2420000,,0,1,2200000,2420000,0,2200000,2420000,1,27708131,24758000,3911350
9,8,PEA190,C1,Simple,1,303000,,0,1,275000,303000,0,275000,303000,1,27708131,24758000,967150
9,8,PEA274,C1,Simple,1,28000,,0,1,28000,28000,0,28000,31000,5,27708131,24758000,526586
9,9,PEA002,C1,Simple,1,161056000,,0,1,161056000,161056000,0,161056000,177162000,5,206966862,206519000,400220946
9,9,PEA020,C1,Simple,1,15309000,,0,1,15309000,15309000,0,15309000,16840000,5,206966862,206519000,24431298
9,10,PEA034,C1,Simple,1,5060000,,0,1,4600000,5060000,0,4600000,5060000,1,29081694,24313000,10776913
9,10,PEA076,C1,Simple,1,1201000,,0,1,1201000,1201000,0,1201000,1322000,5,29081694,24313000,3106397
9,10,PEA148,C1-R,Simple,1,1400000,,0,1,1400000,1400000,0,1400000,1541000,1,29081694,24313000,1669966
9,10,PEA124,C1,Simple,1,1816000,,0,1,1650000,1816000,0,1650000,1816000,1,29081694,24313000,1950751
9,11,PEA020,C1,Simple,1,15309000,,0,1,15309000,15309000,0,15309000,16840000,5,87054073,35358000,23988596
9,12,PEA016,C1-R,Simple,1,26622000,,0,1,26622000,26622000,0,26622000,29285000,7,156741703,117921000,39826867
9,12,PEA018,C1,Simple,1,26575000,,0,0,26575000,26575000,0,26575000,29233000,13,156741703,117921000,36388235
9,12,PEA022,C1,Simple,1,14644000,,0,1,14644000,14644000,0,14644000,16109000,5,156741703,117921000,23360902
9,14,PEA274,C1,Simple,1,28000,,0,1,28000,28000,0,28000,31000,5,97821330,21677000,534096
9,15,PEA016,C1-R,Simple,1,26622000,,0,1,26622000,26622000,0,26622000,29285000,7,73651420,59009000,40306443
9,15,PEA413,C1-R,Simple,1,152000,,0,1,152000,152000,0,152000,168000,5,73651420,59009000,2078862
9,16,PEA018,C1,Simple,1,26575000,,0,0,26575000,26575000,0,26575000,29233000,13,136810609,89580000,37653252
9,17,PEA018,C1,Simple,1,26575000,,0,0,26575000,26575000,0,26575000,29233000,13,171319708,68761000,36895182
9,17,PEA042,C1,Simple,1,3662000,,0,1,3329000,3662000,0,3329000,3662000,3,171319708,68761000,9704853
9,17,PEA076,C1,Simple,1,1201000,,0,1,1201000,1201000,0,1201000,1322000,5,171319708,68761000,3086500
9,17,PEA070,C1,Simple,1,909000,,0,1,826000,909000,0,826000,909000,1,171319708,68761000,2170639
9,18,PEA156,C1,Simple,1,934000,,0,1,934000,934000,0,934000,1028000,3,133203942,24576000,2277439
9,19,PEA004,C1,Simple,1,63225000,,0,1,57477000,63225000,0,57477000,63225000,3,95661887,71908000,159189844
9,19,PEA076,C1,Simple,1,1201000,,0,0,1201000,1201000,0,1201000,1322000,5,95661887,71908000,3134537
9,21,PEA027,C1,Simple,1,11980000,,0,1,10890000,11980000,0,10890000,11980000,3,23071275,11280000,19204203
9,25,PEA042,C1,Simple,1,3662000,,0,1,3329000,3662000,0,3329000,3662000,3,82299798,19439000,10179699
9,27,PEA274,C1,Simple,1,28000,,0,0,28000,28000,0,28000,31000,5,79723260,435000,545579
10,0,PEA002,C1-R,Simple,2,161056000,,0,0,161056000,161056000,0,161056000,177162000,8,2062749717,376692000,405690783; 396692852
10,0,PEA004,C1,Simple,1,63225000,,1,1,57477000,63225000,0,57477000,63225000,3,2062749717,376692000,152577443
10,0,PEA018,C1-R,Simple,2,26575000,,0,0,26575000,26575000,0,26575000,29233000,16,2062749717,376692000,38064624; 36558172
10,0,PEA016,C1,Simple,1,29285000,,0,1,26622000,29285000,0,26622000,29285000,5,2062749717,376692000,39227542
10,0,PEA042,C1,Simple,2,3662000,,0,2,3662000,3662000,0,3662000,4029000,5,2062749717,376692000,10053582; 9698956
10,0,PEA156,C1-R,Simple,1,934000,,0,1,934000,934000,0,934000,1028000,3,2062749717,376692000,2253302
10,0,PEA070,C1,Simple,1,909000,,1,1,826000,909000,0,826000,909000,0,2062749717,376692000,2155003
10,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,376692000,876798
10,0,PEA316,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,2062749717,376692000,373340
10,1,PEA002,C1-R,Simple,2,161056000,,0,0,161056000,161056000,0,161056000,177162000,8,1421943268,135225000,396419011; 388030466
10,1,PEA016,C1,Simple,1,29285000,,0,1,26622000,29285000,0,26622000,29285000,5,1421943268,135225000,41623880
10,1,PEA018,C1-R,Simple,2,26575000,,0,0,26575000,26575000,0,26575000,29233000,16,1421943268,135225000,38541484; 37262653
10,1,PEA022,C1-R,Simple,2,14644000,,0,1,14644000,14644000,0,14644000,16109000,4,1421943268,135225000,22284990; 21860119
10,1,PEA027,C1,Simple,1,11980000,,1,1,10890000,11980000,0,10890000,11980000,1,1421943268,135225000,19154955
10,1,PEA034,C1,Simple,1,5060000,,2,1,4600000,5060000,0,4600000,5060000,1,1421943268,135225000,10875919
10,1,PEA076,C1-R,Simple,2,1201000,,1,1,1201000,1201000,0,1201000,1322000,4,1421943268,135225000,3072733; 3029871
10,1,PEA119,C1-R,Simple,1,468000,,1,1,468000,468000,0,468000,515000,2,1421943268,135225000,2098880
10,1,PEA274,C1-R,Simple,1,28000,,0,0,28000,28000,0,28000,31000,5,1421943268,135225000,555188
10,2,PEA004,C1,Simple,1,63225000,,2,1,57477000,63225000,0,57477000,63225000,3,800121079,433324000,148575460
10,2,PEA018,C1-R,Simple,3,26575000,,0,0,26575000,26575000,0,26575000,29233000,16,800121079,433324000,39503051; 39395842; 37642624
10,2,PEA016,C1,Simple,1,29285000,,0,1,26622000,29285000,0,26622000,29285000,5,800121079,433324000,39668892
10,2,PEA020,C1-R,Simple,2,15309000,,0,2,15309000,15309000,0,15309000,16840000,6,800121079,433324000,24638389; 24023324
10,2,PEA019,C1,Simple,1,16640000,,1,1,15127000,16640000,0,15127000,16640000,1,800121079,433324000,24413080
10,2,PEA026,C1-R,Simple,1,10890000,,1,1,10890000,10890000,0,10890000,11980000,5,800121079,433324000,18277027
10,2,PEA027,C1,Simple,1,11980000,,2,1,10890000,11980000,0,10890000,11980000,1,800121079,433324000,18677775
10,2,PEA076,C1-R,Simple,1,1201000,,0,1,1201000,1201000,0,1201000,1322000,4,800121079,433324000,3074463
10,2,PEA413,C1,Simple,1,168000,,2,1,152000,168000,0,152000,168000,2,800121079,433324000,2018037
10,2,PEA156,C1-R,Simple,1,934000,,1,0,934000,934000,0,934000,1028000,3,800121079,433324000,2400469
10,2,PEA212,C1,Simple,1,527000,,0,1,479000,527000,0,479000,527000,4,800121079,433324000,1504818
10,3,PEA002,C1-R,Simple,1,161056000,,0,0,161056000,161056000,0,161056000,177162000,8,413758664,174836000,400070527
10,3,PEA004,C1,Simple,1,63225000,,0,1,57477000,63225000,0,57477000,63225000,3,413758664,174836000,156940852
10,3,PEA018,C1-R,Simple,1,26575000,,0,1,26575000,26575000,0,26575000,29233000,16,413758664,174836000,37986059
10,3,PEA020,C1-R,Simple,1,15309000,,0,0,15309000,15309000,0,15309000,16840000,6,413758664,174836000,25334481
10,3,PEA016,C1,Simple,1,29285000,,2,1,26622000,29285000,0,26622000,29285000,5,413758664,174836000,38794504
10,3,PEA042,C1,Simple,1,3662000,,0,1,3662000,3662000,0,3662000,4029000,5,413758664,174836000,9931512
10,3,PEA034,C1,Simple,1,5060000,,0,1,4600000,5060000,0,4600000,5060000,1,413758664,174836000,11017235
10,3,PEA413,C1,Simple,2,168000,,1,2,152000,168000,0,152000,168000,2,413758664,174836000,2044246; 2008629
10,3,PEA212,C1,Simple,1,527000,,0,1,479000,527000,0,479000,527000,4,413758664,174836000,1541900
10,3,PEA274,C1-R,Simple,1,28000,,1,1,28000,28000,0,28000,31000,5,413758664,174836000,527763
10,4,PEA002,C1-R,Simple,1,161056000,,0,0,161056000,161056000,0,161056000,177162000,8,1683492671,353161000,394934738
10,4,PEA018,C1-R,Simple,2,26575000,,0,0,26575000,26575000,0,26575000,29233000,16,1683492671,353161000,37446652; 37284307
10,4,PEA019,C1,Simple,1,16640000,,0,1,15127000,16640000,0,15127000,16640000,1,1683492671,353161000,26321870
10,4,PEA020,C1-R,Simple,1,15309000,,0,1,15309000,15309000,0,15309000,16840000,6,1683492671,353161000,24623312
10,4,PEA016,C1,Simple,1,29285000,,2,1,26622000,29285000,0,26622000,29285000,5,1683492671,353161000,38556223
10,4,PEA026,C1-R,Simple,1,10890000,,0,0,10890000,10890000,0,10890000,11980000,5,1683492671,353161000,18479929
10,4,PEA027,C1,Simple,1,11980000,,1,1,10890000,11980000,0,10890000,11980000,1,1683492671,353161000,18485188
10,4,PEA413,C1,Simple,1,168000,,1,1,152000,168000,0,152000,168000,2,1683492671,353161000,2032663
10,4,PEA070,C1,Simple,1,909000,,1,1,826000,909000,0,826000,909000,0,1683492671,353161000,2197624
10,4,PEA190,C1,Simple,1,303000,,1,1,275000,303000,0,275000,303000,0,1683492671,353161000,942114
10,4,PEA274,C1-R,Simple,2,28000,,1,1,28000,28000,0,28000,31000,5,1683492671,353161000,531757; 530319
10,5,PEA002,C1-R,Simple,2,161056000,,0,1,161056000,161056000,0,161056000,177162000,8,1025889072,424785000,408550289; 395299204
10,5,PEA004,C1,Simple,1,63225000,,0,1,57477000,63225000,0,57477000,63225000,3,1025889072,424785000,153324394
10,5,PEA018,C1-R,Simple,2,26575000,,0,0,26575000,26575000,0,26575000,29233000,16,1025889072,424785000,39223156; 38758632
10,5,PEA016,C1,Simple,1,29285000,,1,1,26622000,29285000,0,26622000,29285000,5,1025889072,424785000,39511953
10,5,PEA019,C1,Simple,1,16640000,,2,2,15127000,16640000,0,15127000,16640000,1,1025889072,424785000,25528250
10,5,PEA026,C1-R,Simple,1,10890000,,0,1,10890000,10890000,0,10890000,11980000,5,1025889072,424785000,18677114
10,5,PEA022,C1-R,Simple,1,14644000,,1,1,14644000,14644000,0,14644000,16109000,4,1025889072,424785000,22053785
10,5,PEA042,C1,Simple,1,3662000,,1,1,3662000,3662000,0,3662000,4029000,5,1025889072,424785000,9820972
10,5,PEA034,C1,Simple,1,5060000,,1,1,4600000,5060000,0,4600000,5060000,1,1025889072,424785000,10653892
10,5,PEA076,C1-R,Simple,1,1201000,,0,1,1201000,1201000,0,1201000,1322000,4,1025889072,424785000,3042261
10,6,PEA018,C1-R,Simple,1,26575000,,0,0,26575000,26575000,0,26575000,29233000,16,209797595,8028000,39448620
10,6,PEA020,C1-R,Simple,1,15309000,,0,0,15309000,15309000,0,15309000,16840000,6,209797595,8028000,25844432
10,6,PEA212,C1,Simple,1,527000,,0,1,479000,527000,0,479000,527000,4,209797595,8028000,1527633
10,7,PEA016,C1,Simple,1,29285000,,0,1,26622000,29285000,0,26622000,29285000,5,104519669,100225000,41653614
10,7,PEA042,C1,Simple,1,3662000,,0,1,3662000,3662000,0,3662000,4029000,5,104519669,100225000,9944501
10,7,PEA119,C1-R,Simple,1,468000,,0,1,468000,468000,0,468000,515000,2,104519669,100225000,2222752
10,10,PEA042,C1,Simple,1,3662000,,0,1,3662000,3662000,0,3662000,4029000,5,29081694,14511000,9740854
10,11,PEA274,C1-R,Simple,1,28000,,0,0,28000,28000,0,28000,31000,5,87054073,34509000,524185
10,12,PEA018,C1-R,Simple,1,26575000,,0,0,26575000,26575000,0,26575000,29233000,16,156741703,44226000,36388235
10,12,PEA026,C1-R,Simple,1,10890000,,0,0,10890000,10890000,0,10890000,11980000,5,156741703,44226000,18407527
10,14,PEA020,C1-R,Simple,1,15309000,,0,0,15309000,15309000,0,15309000,16840000,6,97821330,20828000,26308218
10,15,PEA026,C1-R,Simple,1,10890000,,0,0,10890000,10890000,0,10890000,11980000,5,73651420,33813000,18309789
10,15,PEA212,C1,Simple,1,527000,,0,1,479000,527000,0,479000,527000,4,73651420,33813000,1490663
10,16,PEA018,C1-R,Simple,1,26575000,,0,0,26575000,26575000,0,26575000,29233000,16,136810609,62958000,37653252
10,16,PEA022,C1-R,Simple,1,14644000,,0,0,14644000,14644000,0,14644000,16109000,4,136810609,62958000,22809665
10,17,PEA004,C1,Simple,1,63225000,,0,1,57477000,63225000,0,57477000,63225000,3,171319708,82496000,155146740
10,17,PEA018,C1-R,Simple,1,26575000,,0,0,26575000,26575000,0,26575000,29233000,16,171319708,82496000,36895182
10,17,PEA026,C1-R,Simple,1,10890000,,0,0,10890000,10890000,0,10890000,11980000,5,171319708,82496000,18777200
10,18,PEA027,C1,Simple,1,11980000,,0,1,10890000,11980000,0,10890000,11980000,1,133203942,21524000,18507162
10,19,PEA022,C1-R,Simple,1,14644000,,0,1,14644000,14644000,0,14644000,16109000,4,95661887,87020000,22818994
10,19,PEA076,C1-R,Simple,1,1201000,,0,0,1201000,1201000,0,1201000,1322000,4,95661887,87020000,3134537
10,19,PEA119,C1-R,Simple,1,468000,,0,1,468000,468000,0,468000,515000,2,95661887,87020000,2144068
10,20,PEA156,C1-R,Simple,1,934000,,0,1,934000,934000,0,934000,1028000,3,71208520,1079000,2355642
10,22,PEA016,C1,Simple,1,29285000,,0,1,26622000,29285000,0,26622000,29285000,5,85307043,31190000,40855236
10,22,PEA413,C1,Simple,1,168000,,0,1,152000,168000,0,152000,168000,2,85307043,31190000,2050849
10,22,PEA148,C1,Simple,1,1541000,,0,1,1400000,1541000,0,1400000,1541000,1,85307043,31190000,1697007
10,24,PEA274,C1-R,Simple,1,28000,,0,0,28000,28000,0,28000,31000,5,25869719,2705000,528053
10,26,PEA156,C1-R,Simple,1,934000,,0,1,934000,934000,0,934000,1028000,3,81563531,2229000,2283270
10,27,PEA274,C1-R,Simple,1,28000,,0,1,28000,28000,0,28000,31000,5,79723260,463000,545579
11,0,PEA002,C1,Simple,2,177162000,,1,1,177162000,177162000,0,177162000,194879000,6,2062749717,367172000,405690783; 396692852
11,0,PEA004,C1,Simple,1,63225000,,1,1,63225000,63225000,0,63225000,69548000,3,2062749717,367172000,152577443
11,0,PEA018,C1,Simple,2,29233000,,0,0,29233000,29233000,0,29233000,32157000,10,2062749717,367172000,38064624; 36558172
11,0,PEA020,C1,Simple,1,16840000,,1,1,15309000,16840000,0,15309000,16840000,3,2062749717,367172000,24373493
11,0,PEA027,C1,Simple,1,11980000,,0,1,10890000,11980000,0,10890000,11980000,2,2062749717,367172000,18716430
11,0,PEA070,C1,Simple,1,909000,,1,1,826000,909000,0,826000,909000,0,2062749717,367172000,2155003
11,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,367172000,876798
11,0,PEA316,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,2062749717,367172000,373340
11,1,PEA002,C1,Simple,2,177162000,,0,1,177162000,177162000,0,177162000,194879000,6,1421943268,361734000,396419011; 388030466
11,1,PEA004,C1,Simple,1,63225000,,0,1,63225000,63225000,0,63225000,69548000,3,1421943268,361734000,161669448
11,1,PEA020,C1,Simple,1,16840000,,0,1,15309000,16840000,0,15309000,16840000,3,1421943268,361734000,26382455
11,1,PEA018,C1,Simple,2,29233000,,1,1,29233000,29233000,0,29233000,32157000,10,1421943268,361734000,38541484; 37262653
11,1,PEA027,C1,Simple,1,11980000,,1,1,10890000,11980000,0,10890000,11980000,2,1421943268,361734000,19154955
11,1,PEA042,C1-R,Simple,1,3662000,,0,1,3662000,3662000,0,3662000,4029000,7,1421943268,361734000,10042109
11,1,PEA022,C1,Simple,1,16109000,,1,1,14644000,16109000,0,14644000,16109000,1,1421943268,361734000,22284990
11,1,PEA034,C1,Simple,2,5060000,,1,2,5060000,5060000,0,5060000,5566000,2,1421943268,361734000,10970308; 10875919
11,1,PEA076,C1,Simple,2,1322000,,1,2,1201000,1322000,0,1201000,1322000,4,1421943268,361734000,3072733; 3029871
11,1,PEA119,C1,Simple,1,515000,,1,1,468000,515000,0,468000,515000,2,1421943268,361734000,2098880
11,1,PEA274,C1,Simple,1,31000,,0,0,31000,31000,0,31000,35000,5,1421943268,361734000,555188
11,2,PEA004,C1,Simple,2,63225000,,1,2,63225000,63225000,0,63225000,69548000,3,800121079,335836000,155008903; 148575460
11,2,PEA018,C1,Simple,3,29233000,,0,0,29233000,29233000,0,29233000,32157000,10,800121079,335836000,39503051; 39395842; 37642624
11,2,PEA019,C1,Simple,1,16640000,,1,1,16640000,16640000,0,16640000,18304000,5,800121079,335836000,24413080
11,2,PEA020,C1,Simple,1,16840000,,1,1,15309000,16840000,0,15309000,16840000,3,800121079,335836000,24023324
11,2,PEA027,C1,Simple,2,11980000,,1,2,10890000,11980000,0,10890000,11980000,2,800121079,335836000,19019505; 18677775
11,2,PEA413,C1,Simple,2,168000,,1,2,152000,168000,0,152000,168000,2,800121079,335836000,2065396; 2018037
11,2,PEA076,C1,Simple,1,1322000,,1,1,1201000,1322000,0,1201000,1322000,4,800121079,335836000,3074463
11,2,PEA212,C1,Simple,1,527000,,1,1,527000,527000,0,527000,580000,3,800121079,335836000,1504818
11,2,PEA274,C1,Simple,1,31000,,2,1,31000,31000,0,31000,35000,5,800121079,335836000,533599
